#,Gl,Gb,DM,DIST,
636,252.063,53.694,27.30,25.000,
637,287.421,5.529,103.91,1.683,
638,289.994,-0.294,275.90,2.379,
639,290.331,-0.828,78.51,1.327,
640,252.592,54.650,16.50,1.580,
641,180.943,65.296,36.00,25.000,
642,283.486,14.947,45.00,0.127,
643,290.239,-0.399,,,
644,290.489,-0.846,271.24,2.360,
645,291.992,-4.031,203.00,2.153,
646,289.944,1.106,40.75,0.115,
647,290.249,0.515,158.40,1.915,
648,290.921,-1.316,406.00,2.937,
649,291.779,-2.862,233.20,2.248,
650,144.740,53.801,26.20,25.000,
651,289.279,3.533,262.56,2.447,
652,291.022,-0.109,,,
653,291.221,-0.462,595.69,4.464,
654,293.190,-5.233,249.30,2.533,
655,294.423,-8.216,148.40,2.076,
656,291.443,-0.321,676.70,5.476,
657,154.408,60.365,9.19,0.923,
658,267.553,46.226,16.10,1.061,
659,291.565,-0.126,226.92,2.185,
660,276.971,33.287,29.60,0.839,
661,284.451,18.069,40.53,0.280,
662,292.102,-1.028,493.60,3.976,
663,293.167,-3.719,303.00,2.752,
664,292.151,-0.537,704.80,8.400,
665,298.705,-17.498,27.40,0.814,
666,277.486,34.314,9.81,0.098,
667,283.136,23.019,45.13,0.954,
668,290.082,5.873,204.70,2.324,
669,283.300,23.675,39.59,0.668,
670,288.295,11.610,92.92,1.858,
671,292.509,0.049,439.40,3.487,
672,293.183,-1.783,223.26,2.187,
673,294.469,-5.442,111.20,1.675,
674,284.094,22.765,44.86,0.987,
675,291.209,4.246,289.50,2.639,
676,292.038,1.752,329.20,5.000,
677,293.747,-3.036,298.00,2.702,
678,128.289,37.895,12.03,0.903,
679,291.893,2.602,124.81,1.744,
680,292.504,0.894,52.93,0.833,
681,280.691,31.537,26.86,0.436,
682,285.214,21.292,46.00,1.013,
683,292.834,0.292,280.27,2.426,
684,295.631,-8.048,55.33,1.185,
685,293.495,-0.972,675.00,7.400,
686,290.798,7.410,77.00,1.457,
687,252.218,63.976,21.00,3.386,
688,292.460,2.778,261.10,2.408,
689,292.755,1.830,264.40,2.387,
690,295.484,-6.431,148.73,1.972,
691,214.581,72.285,24.19,25.000,
692,289.177,13.736,123.00,2.688,
693,292.110,4.741,305.70,2.911,
694,294.213,-1.296,567.80,7.448,
695,294.020,-0.593,662.00,7.653,
696,290.526,11.619,114.00,2.129,
697,293.794,0.584,,,
698,241.895,69.196,4.84,0.370,
699,292.308,5.890,85.11,1.518,
700,295.241,-3.710,164.10,1.955,
701,128.999,40.772,29.17,3.833,
702,295.793,-5.167,228.04,2.603,
703,294.442,-0.252,456.00,6.147,
704,294.506,-0.463,518.86,7.183,
705,294.758,-1.067,,,
706,285.746,29.393,30.77,0.783,
707,286.586,27.272,46.45,1.853,
708,295.791,-3.863,116.08,10.000,
709,267.542,59.400,19.10,2.145,
710,295.110,-0.675,343.80,3.483,
711,292.383,9.492,159.03,2.397,
712,293.334,5.993,185.00,2.220,
713,295.116,0.073,78.70,1.395,
714,295.186,-0.438,284.70,2.644,
715,294.977,1.343,111.68,1.634,
716,296.479,-4.120,133.82,1.793,
717,294.507,4.418,174.00,2.063,
718,296.177,-2.214,241.00,2.454,
719,296.521,-3.690,121.50,1.707,
